Input image,Inclusive mask,Exclusive mask,LI (overall),LI (SD),LI (min),LI (max),LI_T25 (overall),LI_T25 (SD),wm_LI,wm_lowCI,wm_highCI,Variance Weighting,Clustering,Source path,Lower threshold,Bootstrap sample (percent),Sample size: Minimum,Sample size: Maximum
"BAN18__WG_tstat1.nii,1",LI-parietal-mask,none,0.22,0.055,0.13,0.42,0.21,0.0095,0.2,0.16,0.38,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,25,5,10000
"BAN19__WG_tstat1.nii,1",LI-parietal-mask,none,-0.18,0.3,-0.5,0.61,-0.29,0.065,-0.04,-0.48,0.51,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,25,5,10000
"BAN21__WG_tstat1.nii,1",LI-parietal-mask,none,0.54,0.2,0.28,0.96,0.49,0.095,0.57,0.33,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,100,5,10000
"BAN22__WG_tstat1.nii,1",LI-parietal-mask,none,-0.059,0.32,-0.83,0.23,0.071,0.068,-0.19,-0.82,0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,55.5556,5,10000
"BAN23__WG_tstat1.nii,1",LI-parietal-mask,none,-0.095,0.32,-0.85,0.18,0.029,0.13,-0.23,-0.84,0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,50,5,10000
"BAN24__WG_tstat1.nii,1",LI-parietal-mask,none,0.63,0.17,0.3,0.85,0.67,0.098,0.6,0.44,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,31.25,5,10000
"OXF01__WG_tstat1.nii,1",LI-parietal-mask,none,0.65,0.2,0.37,0.98,0.63,0.12,0.63,0.43,0.98,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,31.25,5,10000
"OXF02__WG_tstat1.nii,1",LI-parietal-mask,none,-0.22,0.081,-0.48,-0.11,-0.19,0.011,-0.22,-0.46,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,35.7143,5,10000
"OXF03__WG_tstat1.nii,1",LI-parietal-mask,none,0.52,0.24,0.23,0.95,0.47,0.13,0.55,0.28,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,41.6667,5,10000
"OXF04__WG_tstat1.nii,1",LI-parietal-mask,none,0.28,0.092,0.13,0.46,0.28,0.055,0.29,0.15,0.44,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,25,5,10000
"OXF05__WG_tstat1.nii,1",LI-parietal-mask,none,0.88,0.081,0.73,0.99,0.89,0.05,0.7,0.78,0.99,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,55.5556,5,10000
"OXF06__WG_tstat1.nii,1",LI-parietal-mask,none,-0.086,0.12,-0.37,0.11,-0.052,0.057,-0.14,-0.35,-0.0095,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,62.5,5,10000
"OXF07__WG_tstat1.nii,1",LI-parietal-mask,none,0.53,0.25,0.19,0.94,0.49,0.14,0.57,0.25,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,83.3333,5,10000
"OXF08__WG_tstat1.nii,1",LI-parietal-mask,none,-0.067,0.096,-0.37,0.016,-0.037,0.037,-0.099,-0.36,-0.0048,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,25,5,10000
"OXF09__WG_tstat1.nii,1",LI-parietal-mask,none,0.26,0.14,0.1,0.58,0.23,0.056,0.28,0.12,0.56,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,25,5,10000
"OXF10__WG_tstat1.nii,1",LI-parietal-mask,none,0.38,0.19,0.14,0.73,0.33,0.097,0.42,0.18,0.71,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,35.7143,5,10000
"OXF11__WG_tstat1.nii,1",LI-parietal-mask,none,0.83,0.12,0.62,0.99,0.83,0.073,0.7,0.67,0.99,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,25,5,10000
"OXF12__WG_tstat1.nii,1",LI-parietal-mask,none,0.19,0.2,-0.036,0.61,0.14,0.12,0.27,-0.019,0.58,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,33.3333,5,10000
"OXF13__WG_tstat1.nii,1",LI-parietal-mask,none,0.41,0.29,0.06,0.94,0.36,0.17,0.51,0.091,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,31.25,5,10000
"OXF14__WG_tstat1.nii,1",LI-parietal-mask,none,-0.2,0.26,-0.86,0.023,-0.08,0.069,-0.29,-0.86,-0.033,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,83.3333,5,10000
"OXF15__WG_tstat1.nii,1",LI-parietal-mask,none,0.35,0.28,0.077,0.9,0.25,0.12,0.42,0.11,0.89,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,31.25,5,10000
"OXF16__WG_tstat1.nii,1",LI-parietal-mask,none,0.95,0.029,0.89,0.99,0.95,0.017,0.65,0.91,0.99,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,62.5,5,10000
"OXF17__WG_tstat1.nii,1",LI-parietal-mask,none,0.32,0.25,-0.012,0.82,0.29,0.13,0.41,0.025,0.81,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,50,5,10000
"OXF18__WG_tstat1.nii,1",LI-parietal-mask,none,0.27,0.15,-0.16,0.47,0.29,0.043,0.22,-0.15,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,55.5556,5,10000
"OXF19__WG_tstat1.nii,1",LI-parietal-mask,none,0.75,0.14,0.49,0.93,0.77,0.079,0.67,0.54,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,55.5556,5,10000
"OXF20__WG_tstat1.nii,1",LI-parietal-mask,none,0.57,0.23,0.26,0.97,0.53,0.12,0.57,0.3,0.96,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,45.4545,5,10000
"OXF21__WG_tstat1.nii,1",LI-parietal-mask,none,0.3,0.2,0.043,0.83,0.26,0.045,0.36,0.1,0.82,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,25,5,10000
"OXF22__WG_tstat1.nii,1",LI-parietal-mask,none,0.75,0.14,0.54,0.96,0.73,0.09,0.56,0.6,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,100,5,10000
"OXF23__WG_tstat1.nii,1",LI-parietal-mask,none,0.51,0.29,0.13,0.97,0.48,0.15,0.59,0.18,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,62.5,5,10000
"OXF24__WG_tstat1.nii,1",LI-parietal-mask,none,0.17,0.26,-0.1,0.8,0.073,0.075,0.27,-0.08,0.78,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,41.6667,5,10000
"OXF25__WG_tstat1.nii,1",LI-parietal-mask,none,0.25,0.23,0.0089,0.85,0.17,0.032,0.31,0.054,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,71.4286,5,10000
"OXF26__WG_tstat1.nii,1",LI-parietal-mask,none,0.35,0.21,0.023,0.67,0.35,0.14,0.42,0.065,0.63,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,100,5,10000
"OXF27__WG_tstat1.nii,1",LI-parietal-mask,none,0.47,0.3,0.12,0.95,0.39,0.18,0.54,0.15,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/WG,0,41.6667,5,10000
"BAN01_SG_tstat1.nii,1",LI-parietal-mask,none,-0.22,0.16,-0.49,0.088,-0.21,0.088,-0.22,-0.48,0.045,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,35.7143,5,10000
"BAN02_SG_tstat1.nii,1",LI-parietal-mask,none,-0.58,0.24,-0.95,-0.25,-0.57,0.15,-0.63,-0.95,-0.33,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,100,5,10000
"BAN03_SG_tstat1.nii,1",LI-parietal-mask,none,-0.74,0.13,-0.96,-0.46,-0.74,0.074,-0.68,-0.96,-0.62,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,55.5556,5,10000
"BAN04_SG_tstat1.nii,1",LI-parietal-mask,none,-0.028,0.17,-0.18,0.6,-0.088,0.013,0.032,-0.16,0.57,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,50,5,10000
"BAN05_SG_tstat1.nii,1",LI-parietal-mask,none,0.55,0.19,0.27,0.91,0.52,0.098,0.57,0.33,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,25,5,10000
"BAN06_SG_tstat1.nii,1",LI-parietal-mask,none,-0.2,0.064,-0.33,-0.092,-0.19,0.04,-0.2,-0.31,-0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,25,5,10000
"BAN07_SG_tstat1.nii,1",LI-parietal-mask,none,0.4,0.28,0.074,0.93,0.35,0.15,0.48,0.1,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,25,5,10000
"BAN08_SG_tstat1.nii,1",LI-parietal-mask,none,-0.13,0.13,-0.49,0.078,-0.11,0.033,-0.13,-0.48,0.037,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,35.7143,5,10000
"BAN09_SG_tstat1.nii,1",LI-parietal-mask,none,0.57,0.21,0.28,0.95,0.55,0.096,0.59,0.34,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,25,5,10000
"BAN10_SG_tstat1.nii,1",LI-parietal-mask,none,0.35,0.34,-0.043,0.94,0.27,0.2,0.47,-0.0069,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,45.4545,5,10000
"BAN11_SG_tstat1.nii,1",LI-parietal-mask,none,0.7,0.19,0.35,0.96,0.72,0.1,0.67,0.48,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,50,5,10000
"BAN12_SG_tstat1.nii,1",LI-parietal-mask,none,0.65,0.17,0.35,0.92,0.63,0.087,0.63,0.44,0.91,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,55.5556,5,10000
"BAN13_SG_tstat1.nii,1",LI-parietal-mask,none,0.39,0.15,0.15,0.66,0.39,0.084,0.42,0.22,0.63,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"BAN14_SG_tstat1.nii,1",LI-parietal-mask,none,0.72,0.2,0.4,0.97,0.73,0.13,0.73,0.45,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"BAN15_SG_tstat1.nii,1",LI-parietal-mask,none,0.51,0.2,0.26,0.94,0.47,0.085,0.54,0.29,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,55.5556,5,10000
"BAN16_SG_tstat1.nii,1",LI-parietal-mask,none,0.39,0.23,0.15,0.93,0.32,0.068,0.45,0.19,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"BAN17_SG_tstat1.nii,1",LI-parietal-mask,none,0.14,0.2,-0.043,0.68,0.059,0.025,0.2,-0.027,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,33.3333,5,10000
"BAN18_SG_tstat1.nii,1",LI-parietal-mask,none,0.19,0.11,0.065,0.57,0.16,0.041,0.21,0.081,0.54,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"BAN19_SG_tstat1.nii,1",LI-parietal-mask,none,-0.051,0.37,-0.42,0.7,-0.2,0.16,0.13,-0.4,0.64,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,41.6667,5,10000
"BAN21_SG_tstat1.nii,1",LI-parietal-mask,none,-0.44,0.25,-0.95,-0.16,-0.36,0.11,-0.5,-0.95,-0.24,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"BAN22_SG_tstat1.nii,1",LI-parietal-mask,none,0.68,0.1,0.46,0.85,0.69,0.06,0.63,0.52,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,71.4286,5,10000
"BAN23_SG_tstat1.nii,1",LI-parietal-mask,none,-0.0025,0.19,-0.55,0.18,0.064,0.043,-0.086,-0.54,0.12,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,38.4615,5,10000
"BAN24_SG_tstat1.nii,1",LI-parietal-mask,none,0.68,0.23,0.28,0.97,0.71,0.12,0.7,0.38,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,71.4286,5,10000
"OXF01__SG_tstat1.nii,1",LI-parietal-mask,none,0.36,0.11,0.15,0.58,0.38,0.061,0.35,0.23,0.53,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,45.4545,5,10000
"OXF02__SG_tstat1.nii,1",LI-parietal-mask,none,0.46,0.2,0.17,0.87,0.44,0.1,0.51,0.23,0.86,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,45.4545,5,10000
"OXF03__SG_tstat1.nii,1",LI-parietal-mask,none,0.3,0.22,0.091,0.87,0.23,0.067,0.37,0.11,0.86,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,55.5556,5,10000
"OXF04__SG_tstat1.nii,1",LI-parietal-mask,none,-0.082,0.21,-0.63,0.075,0.022,0.021,-0.16,-0.62,0.044,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,55.5556,5,10000
"OXF05__SG_tstat1.nii,1",LI-parietal-mask,none,0.64,0.2,0.33,0.95,0.63,0.12,0.66,0.38,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,83.3333,5,10000
"OXF06__SG_tstat1.nii,1",LI-parietal-mask,none,0.45,0.22,0.16,0.86,0.41,0.14,0.5,0.19,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,35.7143,5,10000
"OXF07__SG_tstat1.nii,1",LI-parietal-mask,none,0.34,0.34,-0.02,0.89,0.26,0.23,0.47,0.0062,0.88,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,100,5,10000
"OXF08__SG_tstat1.nii,1",LI-parietal-mask,none,-0.03,0.046,-0.14,0.041,-0.017,0.015,-0.047,-0.14,0.0027,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,100,5,10000
"OXF09__SG_tstat1.nii,1",LI-parietal-mask,none,0.55,0.24,0.2,0.88,0.54,0.16,0.57,0.3,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,35.7143,5,10000
"OXF10__SG_tstat1.nii,1",LI-parietal-mask,none,0.026,0.14,-0.46,0.14,0.081,0.014,-0.024,-0.45,0.1,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,55.5556,5,10000
"OXF11__SG_tstat1.nii,1",LI-parietal-mask,none,0.93,0.04,0.82,0.98,0.93,0.022,0.82,0.87,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,83.3333,5,10000
"OXF12__SG_tstat1.nii,1",LI-parietal-mask,none,0.4,0.29,0.067,0.93,0.34,0.16,0.51,0.092,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,55.5556,5,10000
"OXF13__SG_tstat1.nii,1",LI-parietal-mask,none,0.46,0.12,0.19,0.61,0.5,0.058,0.47,0.3,0.57,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,83.3333,5,10000
"OXF14__SG_tstat1.nii,1",LI-parietal-mask,none,-0.22,0.28,-0.81,0.045,-0.1,0.11,-0.31,-0.8,-0.016,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,27.7778,5,10000
"OXF15__SG_tstat1.nii,1",LI-parietal-mask,none,0.42,0.28,0.083,0.93,0.37,0.16,0.51,0.11,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,33.3333,5,10000
"OXF16__SG_tstat1.nii,1",LI-parietal-mask,none,0.66,0.21,0.32,0.95,0.67,0.13,0.68,0.4,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,45.4545,5,10000
"OXF17__SG_tstat1.nii,1",LI-parietal-mask,none,-0.0084,0.12,-0.12,0.47,-0.05,0.011,0.034,-0.093,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,35.7143,5,10000
"OXF18__SG_tstat1.nii,1",LI-parietal-mask,none,0.33,0.22,0.083,0.74,0.27,0.1,0.41,0.11,0.72,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"OXF19__SG_tstat1.nii,1",LI-parietal-mask,none,0.63,0.19,0.35,0.94,0.6,0.11,0.56,0.41,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,25,5,10000
"OXF20__SG_tstat1.nii,1",LI-parietal-mask,none,0.65,0.2,0.34,0.98,0.64,0.093,0.65,0.4,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"OXF21__SG_tstat1.nii,1",LI-parietal-mask,none,0.39,0.22,0.081,0.73,0.38,0.13,0.45,0.15,0.71,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,25,5,10000
"OXF22__SG_tstat1.nii,1",LI-parietal-mask,none,0.56,0.21,0.28,0.93,0.53,0.11,0.57,0.34,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,100,5,10000
"OXF23__SG_tstat1.nii,1",LI-parietal-mask,none,-0.4,0.3,-0.96,-0.033,-0.34,0.15,-0.51,-0.96,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,45.4545,5,10000
"OXF24__SG_tstat1.nii,1",LI-parietal-mask,none,0.039,0.11,-0.33,0.18,0.059,0.043,0.026,-0.32,0.14,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,45.4545,5,10000
"OXF25__SG_tstat1.nii,1",LI-parietal-mask,none,0.19,0.086,0.088,0.46,0.16,0.015,0.19,0.1,0.42,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,38.4615,5,10000
"OXF26__SG_tstat1.nii,1",LI-parietal-mask,none,0.45,0.2,0.11,0.84,0.46,0.12,0.5,0.18,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,62.5,5,10000
"OXF27__SG_tstat1.nii,1",LI-parietal-mask,none,0.55,0.2,0.27,0.94,0.5,0.075,0.56,0.35,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SG,0,31.25,5,10000
"BAN01_PD_tstat1.nii,1",LI-parietal-mask,none,-0.26,0.098,-0.43,-0.091,-0.26,0.062,-0.26,-0.42,-0.14,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"BAN02_PD_tstat1.nii,1",LI-parietal-mask,none,-0.13,0.16,-0.38,0.3,-0.15,0.07,-0.14,-0.36,0.25,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"BAN03_PD_tstat1.nii,1",LI-parietal-mask,none,0.056,0.24,-0.72,0.28,0.14,0.029,-0.025,-0.72,0.24,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"BAN04_PD_tstat1.nii,1",LI-parietal-mask,none,-0.24,0.26,-0.81,0.039,-0.15,0.12,-0.33,-0.8,-0.028,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"BAN05_PD_tstat1.nii,1",LI-parietal-mask,none,0.18,0.12,-0.11,0.38,0.18,0.076,0.17,-0.085,0.33,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"BAN06_PD_tstat1.nii,1",LI-parietal-mask,none,-0.26,0.14,-0.59,-0.042,-0.25,0.056,-0.3,-0.58,-0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"BAN07_PD_tstat1.nii,1",LI-parietal-mask,none,0.53,0.15,0.26,0.81,0.54,0.079,0.53,0.35,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"BAN08_PD_tstat1.nii,1",LI-parietal-mask,none,-0.2,0.099,-0.55,-0.096,-0.17,0.0095,-0.21,-0.54,-0.14,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"BAN09_PD_tstat1.nii,1",LI-parietal-mask,none,0.46,0.21,0.17,0.89,0.41,0.089,0.51,0.22,0.88,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"BAN10_PD_tstat1.nii,1",LI-parietal-mask,none,-0.42,0.069,-0.54,-0.26,-0.42,0.037,-0.39,-0.53,-0.36,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"BAN11_PD_tstat1.nii,1",LI-parietal-mask,none,0.49,0.16,0.2,0.77,0.47,0.048,0.52,0.33,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"BAN12_PD_tstat1.nii,1",LI-parietal-mask,none,0.11,0.082,-0.12,0.29,0.11,0.023,0.09,-0.097,0.26,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"BAN13_PD_tstat1.nii,1",LI-parietal-mask,none,0.05,0.28,-0.54,0.36,0.14,0.13,-0.083,-0.53,0.29,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,55.5556,5,10000
"BAN14_PD_tstat1.nii,1",LI-parietal-mask,none,0.51,0.15,0.25,0.83,0.5,0.063,0.53,0.35,0.82,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"BAN15_PD_tstat1.nii,1",LI-parietal-mask,none,0.49,0.2,0.26,0.95,0.44,0.078,0.53,0.29,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"BAN16_PD_tstat1.nii,1",LI-parietal-mask,none,0.26,0.13,0.031,0.64,0.24,0.044,0.25,0.06,0.61,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,35.7143,5,10000
"BAN17_PD_tstat1.nii,1",LI-parietal-mask,none,-0.071,0.29,-0.87,0.21,0.034,0.087,-0.19,-0.86,0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"BAN18_PD_tstat1.nii,1",LI-parietal-mask,none,-0.21,0.24,-0.85,-0.024,-0.1,0.039,-0.29,-0.85,-0.081,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"BAN19_PD_tstat1.nii,1",LI-parietal-mask,none,0.35,0.25,0.038,0.75,0.31,0.18,0.43,0.059,0.72,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"BAN21_PD_tstat1.nii,1",LI-parietal-mask,none,0.11,0.1,-0.094,0.27,0.12,0.062,0.13,-0.086,0.23,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"BAN22_PD_tstat1.nii,1",LI-parietal-mask,none,0.045,0.13,-0.13,0.56,0.014,0.013,0.072,-0.11,0.5,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"BAN23_PD_tstat1.nii,1",LI-parietal-mask,none,0.14,0.15,-0.39,0.32,0.17,0.052,0.1,-0.38,0.24,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"BAN24_PD_tstat1.nii,1",LI-parietal-mask,none,0.61,0.15,0.36,0.9,0.58,0.062,0.6,0.45,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF01__PD_tstat1.nii,1",LI-parietal-mask,none,0.61,0.19,0.22,0.89,0.65,0.079,0.64,0.37,0.89,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF02__PD_tstat1.nii,1",LI-parietal-mask,none,-0.29,0.25,-0.94,-0.096,-0.18,0.026,-0.35,-0.93,-0.14,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF03__PD_tstat1.nii,1",LI-parietal-mask,none,0.49,0.22,0.17,0.92,0.45,0.11,0.55,0.25,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,55.5556,5,10000
"OXF04__PD_tstat1.nii,1",LI-parietal-mask,none,-0.035,0.17,-0.56,0.17,0.012,0.05,-0.11,-0.56,0.082,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,55.5556,5,10000
"OXF05__PD_tstat1.nii,1",LI-parietal-mask,none,0.23,0.17,-0.36,0.5,0.28,0.029,0.15,-0.36,0.38,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF06__PD_tstat1.nii,1",LI-parietal-mask,none,0.087,0.16,-0.13,0.58,0.055,0.026,0.12,-0.12,0.56,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,38.4615,5,10000
"OXF07__PD_tstat1.nii,1",LI-parietal-mask,none,0.21,0.15,0.076,0.69,0.16,0.015,0.24,0.1,0.68,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF08__PD_tstat1.nii,1",LI-parietal-mask,none,0.37,0.064,0.21,0.49,0.38,0.03,0.35,0.28,0.44,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF09__PD_tstat1.nii,1",LI-parietal-mask,none,0.58,0.16,0.28,0.84,0.57,0.072,0.6,0.39,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,55.5556,5,10000
"OXF10__PD_tstat1.nii,1",LI-parietal-mask,none,0.29,0.095,0.14,0.6,0.27,0.028,0.28,0.16,0.57,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,29.4118,5,10000
"OXF11__PD_tstat1.nii,1",LI-parietal-mask,none,0.25,0.2,-0.39,0.48,0.28,0.064,0.18,-0.38,0.45,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"OXF12__PD_tstat1.nii,1",LI-parietal-mask,none,-0.18,0.16,-0.46,0.059,-0.18,0.099,-0.25,-0.45,-0.007,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,29.4118,5,10000
"OXF13__PD_tstat1.nii,1",LI-parietal-mask,none,0.44,0.19,0.11,0.74,0.45,0.1,0.49,0.21,0.7,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF14__PD_tstat1.nii,1",LI-parietal-mask,none,-0.28,0.26,-0.86,-0.013,-0.18,0.1,-0.36,-0.86,-0.092,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,26.3158,5,10000
"OXF15__PD_tstat1.nii,1",LI-parietal-mask,none,-0.33,0.2,-0.77,-0.035,-0.31,0.099,-0.39,-0.76,-0.12,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"OXF16__PD_tstat1.nii,1",LI-parietal-mask,none,0.55,0.18,0.3,0.96,0.51,0.073,0.57,0.36,0.96,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"OXF17__PD_tstat1.nii,1",LI-parietal-mask,none,-0.025,0.1,-0.41,0.11,-0.0031,0.0091,-0.042,-0.4,0.077,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,33.3333,5,10000
"OXF18__PD_tstat1.nii,1",LI-parietal-mask,none,-0.34,0.24,-0.83,-0.077,-0.26,0.1,-0.41,-0.82,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,33.3333,5,10000
"OXF19__PD_tstat1.nii,1",LI-parietal-mask,none,0.046,0.23,-0.61,0.33,0.1,0.071,-0.052,-0.6,0.28,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"OXF20__PD_tstat1.nii,1",LI-parietal-mask,none,0.75,0.12,0.52,0.95,0.73,0.045,0.71,0.6,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
